molecule,betweenness
NM_032482,4801.529008772409
NM_032735,4801.529008772409
NM_001355015,4800.789974314207
NM_001244604,4796.369547188067
NM_001386,4796.369547188067
NM_006939,4790.240887270074
NM_031891,4790.240887270074
NM_016052,4785.728957006862
NM_001282431,4785.361393117347
NM_000301,4778.761237952553
XM_047428789,4771.557493066839
NM_001113349,4771.023282288972
NM_002375,4771.023282288972
NM_003600,4771.023282288972
NM_144609,4771.023282288972
NM_198434,4771.023282288972
NM_198435,4771.023282288972
NM_198436,4771.023282288972
NM_198437,4771.023282288972
NM_001302694,4770.993028509616
XM_005252821,4770.993028509616
XM_011519949,4770.993028509616
NM_001368769,4770.774206721889
NM_001377403,4770.774206721889
NM_178544,4770.774206721889
NM_148899,4769.506238682099
NM_001163264,4768.807020645448
NM_001163265,4768.807020645448
NM_001282463,4768.807020645448
NM_001289139,4768.807020645448
NM_004845,4768.807020645448
NM_014729,4766.030920128905
NM_001387836,4759.113035067308
XM_047422532,4759.113035067308
NM_032491,4758.589671753158
NM_213594,4758.589671753158
NM_001077488,4756.816659928546
NM_001077489,4756.816659928546
NM_001309840,4756.816659928546
NM_080426,4756.816659928546
NM_001284241,4755.427410521087
NM_005168,4755.427410521087
NM_015156,4755.427410521087
NM_207371,4755.427410521087
NM_207395,4755.427410521087
XM_005258915,4755.427410521087
XM_047449055,4755.427410521087
NM_174938,4753.177088804236
NM_001282863,4750.5992202962325
NM_015210,4750.5992202962325
NM_178565,4750.5992202962325
XM_047422817,4749.189504667646
XM_047422818,4749.189504667646
NM_012465,4748.414810303799
NM_001374353,4746.579015176143
NM_001369553,4746.500089236789
NM_001168648,4746.073907004013
NM_001168649,4746.073907004013
NM_001330771,4746.073907004013
NM_001330773,4746.073907004013
NM_138638,4743.689908922326
NM_033304,4743.314030806059
NM_015884,4742.9284702918485
NM_001386143,4742.88836306011
NM_001386156,4742.88836306011
NM_001386157,4742.88836306011
NM_001321982,4740.162408124963
NM_001321983,4740.162408124963
NM_003200,4740.162408124963
NM_003449,4740.162408124963
NM_006640,4740.162408124963
NM_203286,4740.162408124963
XM_005249375,4740.162408124963
NM_000230,4740.071486212961
NM_001080463,4732.248715490817
NM_001198973,4732.248715490817
NM_001377,4732.248715490817
NM_001350206,4731.439163155748
NM_001439,4723.381915212802
NM_001366151,4721.755912245893
NM_001366154,4721.755912245893
NM_001664,4721.107707068067
NM_198315,4720.929685117962
NM_001025109,4720.02570450193
NM_001076778,4720.02570450193
NM_001270378,4716.113787043587
NM_030949,4714.28268004258
NM_001105521,4713.92400548135
NM_001323086,4713.92400548135
NM_001323087,4713.92400548135
NM_001113407,4710.350022584023
NM_001321612,4710.350022584023
NM_001283012,4707.7626980689
NM_001257191,4706.303765707642
NM_000246,4700.808196282576
NM_016310,4700.808196282576
NM_024807,4700.808196282576
XM_017028245,4700.808196282576
XM_017028251,4700.808196282576
NM_016021,4700.454314577356
XM_005251842,4700.444489881986
NM_173511,4697.939989588983
NM_001386065,4695.514468269253
NM_199000,4695.514468269253
NM_001145312,4694.585301566781
NM_001265602,4690.787731210606
NM_001098512,4682.58507931646
NM_001384423,4680.420970237992
NM_001289007,4676.438898070128
NM_001198532,4676.333965805924
NM_001098526,4667.484680265472
NM_001197237,4667.484680265472
NM_001204218,4667.484680265472
NM_001278371,4667.484680265472
NM_001278374,4667.484680265472
NM_001278376,4667.484680265472
NM_001282866,4667.484680265472
NM_001286570,4667.484680265472
NM_001288718,4667.484680265472
NM_005093,4667.484680265472
NM_005529,4667.484680265472
NM_006995,4667.484680265472
NM_153206,4667.484680265472
NM_181531,4667.484680265472
XM_017008490,4667.484680265472
XM_017008493,4667.484680265472
XM_017008494,4667.484680265472
XM_024454162,4667.484680265472
NM_017649,4665.247977090301
NM_031883,4665.247977090301
NM_007041,4663.5798706130745
XM_047424525,4663.5798706130745
NM_001322810,4659.892208000479
XM_011515240,4656.951113683592
NM_018356,4653.444641976562
NM_001134366,4649.315638782311
XM_047447229,4647.275082087637
NM_198074,4646.82924113672
NM_001286745,4642.535697423546
NM_000346,4642.028177801454
NM_001042355,4641.443532465389
NM_001042412,4641.443532465389
NM_001378743,4641.443532465389
NM_001378744,4641.443532465389
NM_001378753,4641.443532465389
NM_033467,4640.713473239421
NM_001282169,4635.639984945883
NM_001286751,4635.639984945883
NM_001288737,4635.639984945883
NM_001288739,4635.639984945883
NM_001374269,4635.639984945883
NM_001098614,4635.262459515558
NM_182961,4628.606134010365
NM_207645,4628.220439896803
NM_133468,4627.372362100932
NM_001198803,4624.830512453509
NM_001324418,4623.545776202287
NM_001375397,4616.2981630506665
NM_000400,4609.981082968667
NM_001197115,4609.981082968667
NM_001354853,4609.981082968667
NM_001498,4609.981082968667
NM_004808,4609.981082968667
NM_013250,4609.981082968667
XM_011526611,4609.981082968667
XM_047438393,4609.981082968667
NM_006870,4607.2267542103655
NM_001368067,4605.26832033536
NM_032227,4603.157974423172
NM_001199640,4601.544721471234
NM_001199641,4601.544721471234
NM_001314048,4601.544721471234
NM_033439,4601.544721471234
NM_005599,4601.026597393926
NM_001172436,4600.981269452909
NM_001037334,4597.786235949509
NM_001135599,4590.892891467365
NM_001220492,4590.16936639623
NM_001303473,4590.16936639623
NM_001369741,4590.16936639623
NM_001668,4590.16936639623
NM_002754,4590.16936639623
NM_003707,4590.16936639623
NM_004925,4590.16936639623
NM_138445,4590.16936639623
XM_006723700,4590.16936639623
XM_047422390,4590.16936639623
NM_006372,4589.742294602069
NM_001288743,4580.102966071288
NM_001375371,4577.72366436472
NM_152380,4577.0856375098565
NM_001307975,4570.743642863599
NM_001363979,4570.743642863599
NM_032287,4567.667651913439
NM_000744,4567.507449169963
NM_001164556,4565.146934401386
NM_018254,4563.810133498893
NM_015475,4562.352250633963
NM_001381882,4561.99751620232
NM_019102,4557.3930941782555
NM_001271751,4556.842491986531
NM_005795,4556.842491986531
NM_005813,4552.727262079015
NM_005378,4551.8975065898385
NM_006955,4551.292523105447
NM_001129891,4549.131137993722
NM_001322413,4549.131137993722
NM_001322416,4549.131137993722
NM_001199241,4542.808849600226
NM_030755,4541.221213725548
NM_001113491,4539.033654462243
NM_001113492,4539.033654462243
NM_001113494,4539.033654462243
NM_001293695,4539.033654462243
NM_013937,4538.617903201246
NM_001174124,4537.601222379506
NM_005347,4537.601222379506
NM_016099,4537.601222379506
NM_018124,4537.010265149713
XM_047434505,4537.010265149713
NM_001178016,4535.466421220929
NM_001303110,4530.484317792458
NM_001631,4526.854714987136
NM_002022,4526.854714987136
NM_015322,4526.661835683401
NM_001243084,4526.624973910513
NM_001005526,4526.487886382466
NM_001184723,4519.282521605392
NM_138786,4519.282521605392
NM_016217,4517.394447281366
NM_001142476,4516.369982114238
NM_001142477,4516.369982114238
NM_001142483,4516.369982114238
NM_006532,4516.369982114238
NM_144653,4516.369982114238
NM_032367,4507.230918528327
NM_001330161,4505.3736775249545
XM_047446011,4505.3736775249545
NM_000210,4504.248796908866
NM_001079818,4504.248796908866
NM_001129827,4500.651499072059
NM_001129830,4500.651499072059
NM_001289177,4498.125862601574
NM_001289179,4498.125862601574
NM_001321384,4498.125862601574
NM_030924,4498.125862601574
NM_080657,4498.125862601574
NM_007313,4497.374769193881
NM_001284349,4492.962004494104
NM_002758,4489.524588901478
NM_001242409,4488.512853373774
NM_000908,4488.2583390404125
NM_001204376,4488.2583390404125
NM_001363652,4488.2583390404125
XM_017027335,4483.009564274731
NM_001277990,4480.123268379633
NM_021156,4478.232201821324
NM_001128429,4477.95097654678
NM_001128430,4477.95097654678
NM_006548,4476.6303639544485
NM_002199,4472.908124722314
XM_047423949,4463.149300785327
NM_017520,4461.863469321355
NM_001143958,4461.835202941732
NM_018247,4461.835202941732
NM_001280542,4460.2631293228
NM_003899,4455.556733748195
NM_001377292,4455.520545831106
NM_015000,4453.215171614803
NM_023070,4453.215171614803
NM_001376557,4449.460816269978
NM_001378969,4440.559664504374
NM_001378970,4440.559664504374
NM_004980,4440.559664504374
NM_001178088,4437.14300435243
NM_016619,4436.741784538005
NM_020245,4436.741784538005
NM_006420,4423.812695393832
XM_047419335,4421.263805169365
XM_011532398,4421.216714640472
NM_020673,4419.332137827209
NM_022901,4414.908282825923
NM_001257096,4414.396760815096
NM_001387557,4414.396760815096
NM_004555,4414.396760815096
NM_033090,4414.396760815096
NM_173165,4414.396760815096
XM_017014214,4414.396760815096
NM_001031689,4413.917658575821
NM_024713,4413.764232911838
NM_001025068,4410.0939554156885
NM_001025069,4410.0939554156885
NM_001267618,4410.0939554156885
NM_133625,4407.6038976701075
NM_004331,4403.261393570437
NM_001109974,4402.024112145136
NM_001389320,4402.024112145136
NM_012210,4402.024112145136
NM_018085,4402.024112145136
NM_198562,4402.024112145136
XM_024453356,4402.024112145136
NM_174907,4401.191643979863
NM_146388,4395.340250902326
NM_000888,4391.422097391942
NM_001282355,4391.422097391942
NM_001282388,4391.422097391942
NM_001080849,4390.691503991675
NM_138780,4390.635813844438
NM_014267,4386.183889215598
NM_001045,4381.250286405577
NM_001330417,4379.554235553005
NM_003925,4379.554235553005
NM_001286777,4379.142842614953
NM_001286778,4379.142842614953
NM_145200,4378.533900251014
NM_001363887,4377.060275262919
NM_001365715,4377.060275262919
NM_016570,4377.060275262919
NM_032773,4377.060275262919
NM_001102426,4373.324656418419
NM_001376013,4364.930286467662
NM_001376014,4364.930286467662
NM_001376022,4364.930286467662
NM_001128172,4364.902324507235
NM_001324328,4364.902324507235
NM_001324329,4364.902324507235
NM_002578,4364.902324507235
XM_017029563,4364.902324507235
NM_203301,4357.303473598476
NM_001200,4356.958081211819
NM_001220477,4350.435687841651
NM_001104558,4347.548724260699
NM_001142414,4347.191241706958
NM_001311312,4347.191241706958
NM_001318782,4347.191241706958
NM_001329629,4347.191241706958
NM_001382225,4347.191241706958
NM_001382226,4347.191241706958
NM_004429,4347.191241706958
NM_014478,4347.191241706958
NM_015303,4347.191241706958
NM_025237,4347.191241706958
NM_198440,4347.191241706958
XM_006715773,4347.191241706958
NM_000810,4346.625529686172
NM_001278599,4346.625529686172
NM_001282698,4346.625529686172
NM_001282700,4346.625529686172
NM_001282701,4346.625529686172
NM_001282703,4346.625529686172
NM_001320735,4346.625529686172
NM_001320739,4346.625529686172
NM_021913,4346.625529686172
XM_005252616,4346.625529686172
XM_017016749,4346.625529686172
NM_020351,4345.638322687608
NM_004857,4342.641447491883
NM_152409,4342.618402162049
NM_001144919,4341.445024993506
NM_017673,4339.033339381503
NM_001304743,4333.765549072643
NM_014720,4333.765549072643
NM_181890,4332.29019415764
NM_001002810,4331.465617394077
NM_015323,4330.683268023119
NM_001130912,4330.6463732530065
NM_006704,4330.6463732530065
NM_130773,4328.978583822542
NM_175852,4326.098557960687
NM_001130066,4325.964975496669
NM_006772,4325.964975496669
XM_047419463,4325.964975496669
NM_018976,4322.496788205236
NM_000845,4321.361951544531
NM_001017415,4321.361951544531
NM_001145951,4321.361951544531
NM_001164501,4321.361951544531
NM_001256821,4321.361951544531
NM_001316969,4321.361951544531
NM_001329938,4321.361951544531
NM_001352585,4321.361951544531
NM_001371085,4321.361951544531
NM_006912,4321.361951544531
NM_015520,4321.361951544531
NM_015641,4321.361951544531
NM_021574,4321.361951544531
NM_033211,4321.361951544531
NM_033420,4321.361951544531
NM_080671,4321.361951544531
NM_080678,4321.361951544531
NM_152829,4321.361951544531
XM_005245551,4321.361951544531
XM_006723977,4320.433990458037
XM_047417377,4319.323455873861
XM_047417379,4319.323455873861
NM_020724,4317.270001600754
NM_001377275,4316.314582189447
XM_047433454,4316.314582189447
XM_017013517,4312.494304652479
NM_001265579,4312.487727644041
NM_004175,4309.729757696259
NM_001394186,4308.438297902085
XM_006711758,4303.02964409585
NM_001286229,4301.420940085425
NM_001286230,4301.420940085425
NM_016448,4301.420940085425
NM_198545,4301.420940085425
NM_001385185,4300.654108320548
NM_001164754,4300.586321382569
NM_032466,4300.586321382569
NM_001281458,4298.493583523475
NM_015945,4298.493583523475
NM_173179,4298.493583523475
NM_001105237,4298.3824622665
NM_001024948,4293.362555238459
NM_001127192,4293.362555238459
NM_001127193,4293.362555238459
NM_001127194,4293.362555238459
NM_001127196,4293.362555238459
NM_001271900,4293.362555238459
NM_001271948,4293.362555238459
NM_001007471,4292.75614442022
NM_001366145,4292.75614442022
NM_181872,4291.31446587555
NM_033380,4289.16758184214
NM_207491,4289.16758184214
NM_003884,4288.32193946245
NM_001328100,4284.268587221891
NM_001164579,4283.033800613422
NM_172216,4282.429621483816
NM_172226,4282.429621483816
NM_001164732,4277.324994429349
NM_001012361,4275.947702605488
NM_001377405,4273.985144991476
NM_170674,4273.027291707724
NM_170675,4273.027291707724
NM_152694,4272.883984646352
NM_003971,4272.686866759916
NM_001282368,4271.17695410703
NM_177924,4270.081138805697
NM_139320,4267.150082306854
NM_001394526,4266.70697516349
XM_011521783,4261.021515270029
XM_017022412,4261.021515270029
NM_001243645,4255.016688843329
NM_021914,4255.016688843329
NM_001306208,4253.147320894277
NM_001009881,4245.51745539124
NM_133452,4236.907456656946
NM_001282538,4234.5697682098125
NM_014737,4227.898930642275
NM_170774,4227.898930642275
NM_018087,4227.359179366366
NM_001282531,4227.083161995708
NM_181442,4227.083161995708
XM_047440074,4227.083161995708
XM_047440078,4227.083161995708
NM_053067,4226.675878539669
NM_001198546,4225.3556109136025
NM_001198547,4225.3556109136025
NM_001198548,4225.3556109136025
NM_003787,4225.3556109136025
NM_031422,4221.018778218554
NM_001395430,4214.2937779418
NM_032999,4211.037098641011
NM_033000,4211.037098641011
NM_033001,4211.037098641011
XM_047445793,4210.639990418717
NM_001144999,4210.492233284205
NM_001145000,4210.492233284205
NM_001278275,4207.672845586372
NM_001278277,4207.672845586372
NM_001278278,4207.672845586372
NM_001164404,4201.4613445043415
NM_001033025,4199.534929381707
NM_001284263,4193.542452281213
NM_016028,4193.302170722081
NM_002037,4190.4564249142795
NM_153047,4190.4564249142795
XM_017010650,4190.4564249142795
XM_047418568,4190.4564249142795
XM_047418569,4190.4564249142795
NM_004901,4184.313008437076
NM_001318469,4181.153946135206
NM_001318472,4181.153946135206
NM_001318476,4181.153946135206
NM_153688,4181.153946135206
NM_001142653,4179.6996614886775
NM_001142654,4179.6996614886775
NM_001195627,4179.6996614886775
NM_001195628,4179.6996614886775
NM_001195630,4179.6996614886775
NM_001202233,4179.6996614886775
NM_001243799,4179.6996614886775
NM_001251901,4179.6996614886775
NM_001261430,4179.6996614886775
NM_001308038,4179.6996614886775
NM_003701,4179.6996614886775
NM_004268,4179.6996614886775
NM_024855,4179.6996614886775
NM_001145661,4177.384993880521
NM_032638,4177.384993880521
NM_000068,4172.951372761735
NM_001127221,4172.951372761735
NM_001127222,4172.951372761735
NM_001174080,4172.951372761735
NM_023035,4172.951372761735
NM_001252127,4171.255680213153
NM_007347,4171.255680213153
NM_001303413,4171.051183621691
NM_001354435,4165.763216426712
NM_006867,4165.763216426712
NM_019099,4165.763216426712
NM_001168647,4163.305545518872
NM_001330770,4163.305545518872
NM_001330772,4163.305545518872
NM_014927,4163.305545518872
NM_003941,4162.501203409796
NM_001167624,4162.102575520618
NM_001286035,4159.022401203415
NM_001387526,4159.022401203415
NM_001387549,4159.022401203415
NM_001242925,4156.93863256674
NM_001297611,4156.93863256674
NM_001297613,4156.93863256674
NM_001331034,4156.93863256674
NM_001375651,4156.93863256674
NM_014858,4156.93863256674
NM_001195683,4155.076502224953
NM_001080491,4154.918832766883
NM_001114120,4154.918832766883
NM_001243759,4154.918832766883
NM_012288,4154.918832766883
NM_012474,4154.918832766883
NM_017779,4154.918832766883
NM_002268,4153.209973919297
NM_016513,4149.943402350051
NM_001122606,4148.211927573755
NM_013995,4148.211927573755
NM_001300988,4147.783267525375
NM_021190,4147.783267525375
NM_006924,4146.406056085927
NM_001261446,4145.345783178594
NM_001303279,4145.345783178594
NM_015194,4145.345783178594
XM_024450770,4145.345783178594
NM_153018,4133.156815694027
NM_207506,4133.156815694027
NM_014299,4129.518017895371
NM_001288740,4129.344151814448
NM_001354538,4129.344151814448
NM_001288623,4124.470769966516
NM_138468,4124.470769966516
NM_001267607,4120.101911039203
NM_001282753,4114.216744827652
NM_152716,4110.483146559385
NM_001135589,4107.4313861127885
NM_015285,4107.4313861127885
NM_052834,4107.4313861127885
NM_001098832,4096.4357451727665
NM_001366569,4096.4357451727665
NM_001366575,4096.4357451727665
NM_005839,4096.4357451727665
NM_022137,4096.4357451727665
NM_032837,4096.4357451727665
NM_080792,4096.4357451727665
NM_001457,4093.301728811032
NM_033394,4093.301728811032
NM_001291415,4088.1691133089357
NM_001177306,4083.0926804782894
NM_001282359,4082.9958234925853
NM_001282360,4082.9958234925853
NM_001546,4076.5835156376875
NM_001242414,4075.137290479383
NM_001242417,4075.137290479383
NM_144574,4075.137290479383
NM_001206955,4071.9845716098994
NM_001270710,4069.081510254827
NM_001995,4064.365753004546
NM_001289971,4063.6320040395713
XM_005266185,4063.6320040395713
NM_001006616,4057.9855150703406
NM_017495,4057.9855150703406
NM_022042,4057.9855150703406
NM_004064,4057.766838143887
NM_001286242,4055.286895453432
NM_014265,4053.513566723095
NM_032368,4050.3631523402382
NM_000304,4045.3352992833898
NM_001281455,4045.3352992833898
NM_153321,4045.3352992833898
NM_001195010,4044.8700688932363
NM_001348336,4038.8505584305076
NM_001165977,4038.6399595707726
NM_001165978,4038.6399595707726
NM_001398283,4038.6399595707726
NM_004391,4038.6399595707726
NM_017858,4038.6399595707726
NM_032998,4038.6399595707726
NM_139068,4038.6399595707726
NM_139070,4038.6399595707726
NM_144707,4038.6399595707726
NM_198563,4038.6399595707726
XM_005266419,4038.6399595707726
NM_001104586,4033.706959282713
NM_001282910,4033.706959282713
NM_024744,4033.706959282713
NM_004926,4033.204834332149
NM_001142725,4032.776474468286
NM_015630,4028.6027709834
NM_001195263,4027.027862986743
NM_001278317,4027.027862986743
XM_011513998,4027.027862986743
NM_024645,4026.395952378226
NM_001164465,4018.0137570188
NM_001317333,4014.262391689776
NM_006321,4014.262391689776
NM_001330090,4012.732529037473
NM_001113513,4011.770418023416
NM_016604,4009.4122514841615
NM_001324060,4009.1983329519044
NM_173206,4009.1983329519044
NM_001278542,4008.7070208416276
NM_001142641,4007.4323701596704
XM_005266177,4007.4323701596704
NM_025208,4006.8255920271026
NM_033135,4006.8255920271026
NM_001130182,4006.2057656550255
XM_011544834,4006.2057656550255
NM_001079516,4005.1762288322307
NM_001321957,4005.1762288322307
NM_001321958,4005.1762288322307
NM_001321959,4005.1762288322307
NM_022451,4004.49283079288
NM_001368882,4003.279608456242
NM_001368883,4003.279608456242
NM_001368896,4003.279608456242
XM_017015686,4003.279608456242
NM_001134665,4001.737427202699
NM_001134666,4001.737427202699
XM_017001518,3988.411237967346
NM_001145211,3986.042741824381
NM_001145212,3986.042741824381
NM_007256,3986.042741824381
NM_001160183,3979.8031886924905
NM_001271637,3979.8031886924905
NM_001271639,3979.8031886924905
NM_001300951,3979.8031886924905
NM_006524,3979.8031886924905
NM_005388,3979.5810694196207
NM_178423,3979.5810694196207
NM_017698,3975.528288892581
NM_001173453,3972.39987368219
NM_001304564,3970.148955045055
NM_021807,3970.148955045055
NM_003275,3967.4235425580036
XM_047423825,3967.4235425580036
NM_018429,3966.2765580068444
XM_047417374,3966.2765580068444
NM_001130679,3962.0078672775394
NM_001270764,3962.0078672775394
NM_001330214,3962.0078672775394
NM_001330215,3962.0078672775394
NM_175850,3962.0078672775394
NM_001302348,3944.17655354809
NM_001302349,3944.17655354809
NM_001032363,3941.860116920497
NM_001134434,3941.860116920497
NM_001195396,3941.860116920497
NM_001204082,3941.860116920497
NM_001300914,3941.860116920497
NM_001346767,3941.860116920497
NM_002355,3941.860116920497
NM_005738,3941.860116920497
NM_025230,3941.860116920497
NM_078471,3941.860116920497
XM_047423998,3941.860116920497
XM_047438745,3941.860116920497
XM_047441209,3941.860116920497
XM_047444823,3941.860116920497
NM_006264,3941.430568510822
NM_080683,3941.430568510822
NM_080684,3941.430568510822
NM_080685,3941.430568510822
NM_001018011,3938.6155123693843
NM_001354750,3938.6155123693843
NM_001354751,3938.6155123693843
NM_001354752,3938.6155123693843
NM_006006,3938.6155123693843
NM_014832,3938.6155123693843
NM_201264,3938.6155123693843
NM_001003688,3937.1045371692526
NM_001354817,3937.1045371692526
NM_001375580,3937.1045371692526
NM_005900,3937.1045371692526
XM_017001717,3937.1045371692526
NM_001206672,3934.91248903719
NM_001256850,3933.983668672672
NM_133378,3933.983668672672
NM_000684,3929.69352135232
NM_053056,3927.745274191428
NM_175064,3926.652554555977
NM_001320584,3925.923655607609
NM_001030004,3925.8042136803747
NM_001042351,3925.8042136803747
NM_001303059,3925.8042136803747
NM_001303060,3925.8042136803747
NM_003255,3925.8042136803747
NM_003768,3925.8042136803747
NM_015981,3925.8042136803747
NM_145731,3925.8042136803747
NM_182547,3925.8042136803747
NM_198951,3925.8042136803747
XM_005266072,3925.8042136803747
XM_005266073,3925.8042136803747
NM_201517,3915.7966285383022
XM_011532237,3915.2885452551586
NM_004906,3914.2241512239743
NM_001257101,3914.1078646063797
NM_002902,3909.828591572412
NM_006186,3909.828591572412
XM_047444555,3909.828591572412
XM_047444558,3909.828591572412
NM_001242729,3907.4671300826985
NM_001286365,3907.1322896191027
NM_001286366,3907.1322896191027
NM_001322923,3907.1322896191027
NM_018067,3907.1322896191027
NM_052862,3907.1322896191027
NM_000963,3903.228430833679
NM_001351522,3903.228430833679
XM_047430845,3902.036228851787
NM_014918,3899.1265918826525
NM_001007,3898.489558140094
NM_032446,3896.0116854781845
NM_001277308,3894.5756432482003
NM_001256763,3891.849164184778
NM_001303140,3891.849164184778
NM_001353244,3891.849164184778
NM_001353258,3891.849164184778
NM_015691,3891.849164184778
NM_001178087,3889.3891761692566
NM_022968,3889.3891761692566
NM_024817,3889.3891761692566
NM_001320173,3886.1517795361656
NM_014639,3881.877968874736
XM_047417938,3881.877968874736
NM_001962,3880.5146627745116
XM_006714565,3880.5146627745116
NM_005328,3875.6547222055215
NM_001258370,3872.2453988896154
XM_047449367,3872.2453988896154
NM_207359,3863.7718351908507
XM_047448071,3863.7718351908507
NM_001258463,3863.283810204478
NM_001258464,3863.283810204478
NM_001258465,3863.283810204478
NM_001130682,3863.1335036140426
NM_001130687,3863.1335036140426
NM_021111,3859.861644201436
NM_153697,3853.453752226521
NM_001007559,3849.2397261461897
NM_001130103,3845.9206292047497
NM_001145134,3845.9206292047497
NM_080801,3845.9206292047497
NM_152246,3845.9206292047497
XM_047418403,3845.9206292047497
NM_001366890,3845.2896432507155
NM_001025591,3835.1944060561564
NM_001346687,3835.1944060561564
NM_001363705,3835.1944060561564
NM_001368999,3835.1944060561564
NM_001369003,3835.1944060561564
NM_001376302,3835.1944060561564
NM_138357,3826.831654897302
NM_001007072,3825.975250754177
NM_001085049,3825.975250754177
NM_001172660,3825.975250754177
NM_001252093,3825.975250754177
NM_002861,3825.975250754177
NM_080833,3825.975250754177
NM_001308021,3824.9866547550414
NM_001291101,3821.661956519158
NM_000259,3821.431200278535
NM_001320597,3821.431200278535
NM_000782,3821.373036717563
NM_001128915,3821.373036717563
NM_014473,3821.373036717563
NM_080616,3821.373036717563
NM_178826,3821.373036717563
XM_024449506,3821.373036717563
NM_201628,3816.2362663247586
XM_005245795,3816.2362663247586
NM_001100164,3811.9932832983955
NM_001100165,3811.9932832983955
NM_001100166,3811.9932832983955
NM_014721,3811.9932832983955
NM_001282549,3811.7549080480303
NM_001369424,3811.7549080480303
NM_015110,3809.5136362991475
NM_001008564,3808.1502964008896
XM_005266600,3808.1502964008896
NM_001128588,3805.405554070838
NM_001146036,3805.405554070838
NM_001146037,3805.405554070838
NM_020936,3803.104440287602
NM_153612,3803.0018636865916
NM_016436,3801.302727182554
NM_198968,3800.180968828017
NM_001164281,3795.8324530430746
NM_147200,3795.8324530430746
NM_147686,3795.8324530430746
NM_001104544,3794.9644801341974
NM_001193272,3794.9091850662635
NM_001306188,3794.9091850662635
NM_005707,3794.9091850662635
NM_019556,3794.9091850662635
NM_006438,3790.01009849844
NM_001166278,3787.7071888841824
NM_021120,3787.7071888841824
XM_006724626,3787.7071888841824
NM_001077206,3785.924428098334
NM_001300744,3785.924428098334
NM_001400217,3785.924428098334
NM_001400220,3785.924428098334
NM_001400223,3785.924428098334
NM_001195302,3785.198998699842
NM_001258321,3785.198998699842
NM_001258324,3785.198998699842
NM_001330568,3785.198998699842
NM_001330569,3785.198998699842
NM_001377963,3785.198998699842
NM_004872,3785.198998699842
NM_006034,3785.198998699842
NM_024598,3785.198998699842
XM_011537384,3785.198998699842
NM_001282180,3781.2955461810466
NM_001282181,3781.2955461810466
NM_001367713,3781.2955461810466
NM_006246,3781.2955461810466
NM_001301668,3778.3323170064277
NM_001363010,3778.3323170064277
NM_001363012,3778.3323170064277
NM_001363024,3778.3323170064277
XM_047417451,3774.365669312797
NM_001002264,3767.7459576300453
NM_212551,3767.7459576300453
NM_001278273,3764.0040233653317
NM_001730,3762.040493429181
NM_001204861,3758.1886938260145
NM_001204862,3758.1886938260145
NM_001322042,3758.1886938260145
NM_001363980,3758.1886938260145
NM_018200,3758.1886938260145
NM_024596,3758.1886938260145
XM_011517581,3758.1886938260145
XM_047422157,3758.1886938260145
NM_152470,3755.5290595148304
NM_001271634,3752.480889716007
NM_005444,3752.480889716007
NM_152440,3743.9244435586393
NM_005731,3742.5141969900887
NM_152862,3742.5141969900887
XM_047420386,3737.268657147379
NM_001145845,3735.3033378780387
NM_133631,3735.3033378780387
NM_001370354,3733.6754696296416
NM_001270508,3732.4072847809543
NM_006290,3732.4072847809543
NM_001042417,3732.082324273496
NM_001029871,3731.429465176281
NM_001040007,3731.429465176281
NM_001329540,3731.429465176281
NM_017802,3731.429465176281
NM_079834,3731.429465176281
NM_001289861,3729.5547525927545
NM_001289862,3729.5547525927545
NM_001253866,3726.9759392024366
NM_001025090,3725.918684898099
NM_005862,3725.918684898099
NM_001032372,3725.6662442902334
NM_006322,3725.6662442902334
NM_001139466,3724.5622415308867
NM_001139467,3724.5622415308867
NM_001139468,3724.5622415308867
NM_005647,3724.5622415308867
NM_001039111,3724.4960279201573
NM_015264,3724.390467265768
NM_001037331,3723.125012984463
NM_001303482,3723.125012984463
NM_152625,3723.125012984463
NM_001372044,3721.748271789673
NM_024662,3721.3829152333196
NM_198403,3721.3829152333196
NM_000411,3720.7587630321323
NM_002586,3716.962232376099
XM_011542987,3715.397255389745
XM_011542988,3715.397255389745
NM_032329,3714.1819886088306
NM_194285,3714.1819886088306
NM_000189,3710.0765357303508
NM_001282472,3710.0765357303508
NM_001282490,3710.0765357303508
NM_001616,3697.268455713702
NM_003107,3696.8263062401606
NM_001308281,3696.684999855126
NM_173167,3696.684999855126
NM_001081677,3695.2655943433856
NM_001164664,3694.869101524131
NM_001297651,3694.869101524131
NM_005120,3694.869101524131
NM_005542,3694.869101524131
NM_006918,3694.869101524131
NM_015183,3694.869101524131
NM_022143,3694.869101524131
NM_198337,3694.869101524131
NM_001141979,3693.274993751848
NM_001141980,3693.274993751848
NM_001142645,3692.073038326341
NM_001142469,3690.9646899146946
NM_001256080,3690.9646899146946
NM_004767,3690.9646899146946
NM_033201,3690.9646899146946
NM_000891,3677.833720509022
NM_001370309,3677.833720509022
NM_173529,3677.833720509022
NM_001267047,3676.669191415773
NM_173825,3674.644424460482
NM_003672,3673.3444994684787
NM_001122821,3669.312736776899
NM_001248000,3669.312736776899
NM_004137,3669.312736776899
XM_017008527,3663.4474574711044
NM_001145106,3662.182203917856
NM_001289936,3662.182203917856
NM_001289937,3662.182203917856
NM_001378447,3662.182203917856
NM_032843,3662.182203917856
XM_047423990,3662.182203917856
NM_001304808,3653.082015002179
NM_001386339,3653.082015002179
